永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社
<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>
"團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,",日期：2023/12/20,日期：2023/12/20
線別,出發日,團體代碼,團名,產品名稱,同業價,直客價,總機位,保留,報名,可售,收訂,訂金,班機,進出點,狀態,員工備註
西歐,2024/02/19,LON13CIU240219A,臻愛英蘇愛13天,臻愛英蘇愛～彼得兔下午茶.巨人堤道.巨石陣.鐵達尼號紀念館.哈利波特食堂.雙城堡.雙酒廠.旗艦全覽13天,132900,142900,20,0,0,20,0,20000,CI081/CI082,LON/LON,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/19,MUC10BRD240219A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,德國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,85900,93900,20,0,0,20,0,20000,BR071/BR072,MUC/MUC,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/20,AMS10CIB240220A,印象荷比德10日,印象荷比德~梵谷森林美術館.童話大道.夢幻鐵道樂園.ICE高鐵.優選四大遊船.八大風味美饌10日,90900,99900,28,4,0,24,0,20000,CI073/CI074,AMS/AMS,可報名,"&lt;PUSH&gt;【每團早鳥限15名】60天前報名付訂,享早鳥優惠每人$5000元40天前報名付訂,享早鳥優惠每人$3000元</p>"
西歐,2024/02/20,AMS12CIN240220A,荷比盧法精華12日,優選荷比盧法.北海漁村+巴黎深度五天四夜遊+雙博物館.三大遊船－精華12日,93900,103900,20,0,0,20,0,20000,CI073/CI074,AMS/AMS,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/20,AMS08CIN240220A,荷蘭、比利時 秀水風情 八天,荷蘭、比利時 秀水風情 八天,63900,69900,20,0,0,20,0,,CI073/CI074,AMS/AMS,可報名,
西歐,2024/02/20,AMS10CIN240220B,搶Go荷比法~羅浮宮.庫勒美術館.三大遊船.特選10日,搶Go荷比法~羅浮宮.庫勒美術館.海尼根啤酒廠.雙饗百年餐廳.三大遊船.OUTLET 特選10日,81900,89900,28,1,0,27,0,20000,CI073/CI074,AMS/AMS,可報名,
西歐,2024/02/20,FRA12CIA240220A,雙響德瑞雙峰.阿爾卑斯美景12天(CI),雙響德瑞雙峰.阿爾卑斯美景12天~德國古堡+羅曼蒂克大道全覽,113900,123900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠 90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/02/20,FRA10CID240220A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,徳國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,94900,103900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/20,FRA13CID240220A,徳國13天,徳國尊爵13天,119900,129900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/22,AMS10CIB240222A,印象荷比德10日,印象荷比德~梵谷森林美術館.童話大道.夢幻鐵道樂園.ICE高鐵.優選四大遊船.八大風味美饌10日,77900,84900,20,0,0,20,0,20000,CI073/CI074,AMS/AMS,可報名, </p>
西歐,2024/02/22,AMS08CIN240222A,荷蘭、比利時 秀水風情 八天,荷蘭、比利時 秀水風情 八天,63900,69900,20,0,0,20,0,,CI073/CI074,AMS/AMS,可報名,
西歐,2024/02/22,AMS10CIN240222B,搶Go荷比法~羅浮宮.庫勒美術館.三大遊船.特選10日,搶Go荷比法~羅浮宮.庫勒美術館.海尼根啤酒廠.雙饗百年餐廳.三大遊船.OUTLET 特選10日,69900,75900,28,5,11,12,0,20000,CI073/CI074,AMS/AMS,可報名,
西歐,2024/02/22,FRA10CIG240222A,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,113900,123900,28,0,0,28,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/24,LON09CIE240224A,夢幻英倫雙大學城巨石陣9天,夢幻英倫~雙大學城.巨石陣.溫莎古堡.哈利波特影城.深遊倫敦OUTLET9日,88900,96900,20,20,0,0,0,20000,CI081/CI082,LON/LON,可報名,"【每團早鳥限前15名貴賓】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/24,LON13CIU240224A,臻愛英蘇愛13天,臻愛英蘇愛～彼得兔下午茶.巨人堤道.巨石陣.鐵達尼號紀念館.哈利波特食堂.雙城堡.雙酒廠.旗艦全覽13天,132900,142900,20,0,0,20,0,20000,CI081/CI082,LON/LON,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/25,FRA12CII240225A,德瑞法12天,優選德國.瑞士.法國~浪漫新天鵝堡.絕美少女峰.經典羅浮宮.香檳酒廠.情訂巴黎香頌12天,119900,129900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人40天前報名付訂優惠扣團費3000/人~每團早鳥限15名-欲購從速~
西歐,2024/02/26,MIL10BRS240226A,好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),98800,107800,20,0,0,20,0,20000,BR095/BR096,MXP/MXP,可報名,早鳥優惠 60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/02/27,FRA10CIG240227S,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO德國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,84900,92900,28,4,0,24,0,20000,CI061/CI062,FRA/FRA,可報名, </p>
西歐,2024/02/27,FRA12CIA240227A,雙響德瑞雙峰.阿爾卑斯美景12天(CI),雙響德瑞雙峰.阿爾卑斯美景12天~德國古堡+羅曼蒂克大道全覽,113900,123900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠 90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/02/27,FRA10CIG240227A,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,113900,123900,28,0,0,28,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/27,FRA10CID240227A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,徳國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,94900,103900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/27,FRA13CID240227A,徳國13天,徳國尊爵13天,119900,129900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/28,MUC10BRG240228A,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO徳國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,88900,96900,20,20,0,0,0,20000,BR071/BR072,MUC/MUC,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/28,MUC10BRD240228A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,德國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,85900,93900,20,0,0,20,0,20000,BR071/BR072,MUC/MUC,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/02/29,FRA10CIT240229T,汎歐TKT,汎歐TKT,0,0,28,0,28,0,28,,/,,可報名,
西歐,2024/03/02,LON13CIU240302A,臻愛英蘇愛13天,臻愛英蘇愛～彼得兔下午茶.巨人堤道.巨石陣.鐵達尼號紀念館.哈利波特食堂.雙城堡.雙酒廠.旗艦全覽13天,137900,147900,20,0,0,20,0,20000,CI081/CI082,LON/LON,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/03,FRA12CII240303A,德瑞法12天,優選德國.瑞士.法國~浪漫新天鵝堡.絕美少女峰.經典羅浮宮.香檳酒廠.情訂巴黎香頌12天,119900,129900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人40天前報名付訂優惠扣團費3000/人~每團早鳥限15名-欲購從速~
西歐,2024/03/04,MIL10BRS240304A,好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),98800,107800,20,0,0,20,0,20000,BR095/BR096,MXP/MXP,可報名,早鳥優惠 60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/03/04,MUC10BRG240304A,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO徳國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,87900,95900,20,20,0,0,0,20000,BR071/BR072,MUC/MUC,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/04,MUC10BRD240304A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,德國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,84900,92900,20,0,0,20,0,20000,BR071/BR072,MUC/MUC,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/05,AMS10CIB240305A,印象荷比德10日,印象荷比德~梵谷森林美術館.童話大道.夢幻鐵道樂園.ICE高鐵.優選四大遊船.八大風味美饌10日,77900,84900,28,1,0,27,0,20000,CI073/CI074,AMS/AMS,可報名, </p>
西歐,2024/03/05,AMS12CIN240305A,荷比盧法精華12日,優選荷比盧法.北海漁村+巴黎深度五天四夜遊+雙博物館.三大遊船－精華12日,93900,103900,20,0,0,20,0,20000,CI073/CI074,AMS/AMS,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/05,AMS08CIN240305A,荷蘭、比利時 秀水風情 八天,荷蘭、比利時 秀水風情 八天,66900,72900,20,0,0,20,0,,CI073/CI074,AMS/AMS,可報名,
西歐,2024/03/05,AMS10CIN240305B,搶Go荷比法~羅浮宮.庫勒美術館.三大遊船.特選10日,搶Go荷比法~羅浮宮.庫勒美術館.海尼根啤酒廠.雙饗百年餐廳.三大遊船.OUTLET 特選10日,79900,84900,28,1,0,27,0,20000,CI073/CI074,AMS/AMS,可報名,
西歐,2024/03/05,FRA12CIA240305A,雙響德瑞雙峰.阿爾卑斯美景12天(CI),雙響德瑞雙峰.阿爾卑斯美景12天~德國古堡+羅曼蒂克大道全覽,113900,123900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠 90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/03/05,FRA10CID240305A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,徳國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,94900,103900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/05,FRA13CID240305A,徳國13天,徳國尊爵13天,119900,129900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/06,LON09CIE240306A,夢幻英倫雙大學城巨石陣9天,夢幻英倫~雙大學城.巨石陣.溫莎古堡.哈利波特影城.深遊倫敦OUTLET9日,81900,89900,28,1,0,27,0,20000,CI081/CI082,LON/LON,可報名, </p>
西歐,2024/03/07,FRA10CIG240307A,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,113900,123900,28,1,10,17,4,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/08,AMS10CIN240308B,搶Go荷比法~羅浮宮.庫勒美術館.三大遊船.特選10日,搶Go荷比法~羅浮宮.庫勒美術館.海尼根啤酒廠.雙饗百年餐廳.三大遊船.OUTLET 特選10日,79900,84900,28,1,26,1,26,20000,CI073/CI074,AMS/AMS,可報名,
西歐,2024/03/10,FRA12CII240310A,德瑞法12天,優選德國.瑞士.法國~浪漫新天鵝堡.絕美少女峰.經典羅浮宮.香檳酒廠.情訂巴黎香頌12天,119900,129900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人40天前報名付訂優惠扣團費3000/人~每團早鳥限15名-欲購從速~
西歐,2024/03/11,MIL10BRS240311A,好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),98800,107800,20,0,0,20,0,20000,BR095/BR096,MXP/MXP,可報名,早鳥優惠 60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/03/12,FRA12CIA240312A,雙響德瑞雙峰.阿爾卑斯美景12天(CI),雙響德瑞雙峰.阿爾卑斯美景12天~德國古堡+羅曼蒂克大道全覽,113900,123900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠 90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/03/12,FRA10CID240312A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,徳國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,94900,103900,28,1,0,27,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/12,FRA13CID240312A,徳國13天,徳國尊爵13天,119900,129900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】90天前報名付訂，享早鳥優惠每人$7,000元60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/13,MUC10BRG240313A,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO徳國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,87900,95900,20,0,6,14,6,20000,BR071/BR072,MUC/MUC,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/13,MUC10BRD240313A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,德國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,84900,92900,20,0,0,20,0,20000,BR071/BR072,MUC/MUC,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/15,AMS10CIB240315A,印象荷比德10日,印象荷比德~庫肯霍夫花園.梵谷森林美術館.童話大道.夢幻鐵道樂園.ICE高鐵.優選四大遊船.八大風味美饌10日,77900,84900,28,1,0,27,0,20000,CI073/CI074,AMS/AMS,可報名, </p>
西歐,2024/03/15,AMS10CIL240315A,荷比盧10日,紫愛荷比盧-歐洲最美雙花海10天-三大遊船、天堂書店、紫色森林、荷蘭森林公園、盧森堡城堡纜車~時尚之旅,98900,108900,28,5,0,23,0,20000,CI073/CI074,AMS/AMS,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/15,AMS12CIN240315A,荷比盧法精華12日,優選荷比盧法.北海漁村+巴黎深度五天四夜遊+雙博物館.三大遊船.庫肯霍夫花園精華12日,97900,107900,20,0,0,20,0,20000,CI073/CI074,AMS/AMS,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/15,AMS10CIN240315B,搶Go荷比法~羅浮宮.庫勒美術館.三大遊船.特選10日,搶Go荷比法~庫肯霍夫花園.羅浮宮.庫勒美術館.海尼根啤酒廠.雙饗百年餐廳.三大遊船.OUTLET 特選10日,81900,89900,28,3,0,25,0,20000,CI073/CI074,AMS/AMS,可報名,
西歐,2024/03/15,LON09CIE240315A,夢幻英倫雙大學城巨石陣9天,夢幻英倫~雙大學城.巨石陣.溫莎古堡.哈利波特影城.深遊倫敦OUTLET9日,88900,96900,20,0,0,20,0,20000,CI081/CI082,LON/LON,可報名,"【每團早鳥限前15名貴賓】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/16,FRA10CIG240316S,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO德國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,81900,89900,28,6,0,22,0,20000,CI061/CI062,FRA/FRA,可報名, </p>
西歐,2024/03/16,FRA10CIG240316A,戀戀五星德瑞10日,德國.瑞士.戀戀少女峰.極速傳說.10日-.最美景觀黃金列車.國王湖遊船，賓士博物館.獨享超跑世界+五星飯店,113900,123900,28,0,0,28,0,20000,CI061/CI062,FRA/FRA,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/16,FRA10CID240316A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,徳國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,66900,75900,28,1,10,17,0,20000,CI061/CI062,FRA/FRA,可報名,
西歐,2024/03/17,AMS10CIL240317A,荷比盧10日,紫愛荷比盧-歐洲最美雙花海10天-三大遊船、天堂書店、紫色森林、荷蘭森林公園、盧森堡城堡纜車~時尚之旅,103900,113900,21,21,0,0,0,20000,CI073/CI074,AMS/AMS,可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/17,FRA12CII240317A,德瑞法12天,優選德國.瑞士.法國~浪漫新天鵝堡.絕美少女峰.經典羅浮宮.香檳酒廠.情訂巴黎香頌12天,119900,129900,20,0,0,20,0,20000,CI061/CI062,FRA/FRA,可報名,早鳥優惠90天前報名付訂優惠扣團費7000/人60天前報名付訂優惠扣團費5000/人40天前報名付訂優惠扣團費3000/人~每團早鳥限15名-欲購從速~
西歐,2024/03/18,MIL10BRS240318A,好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),98800,107800,20,20,0,0,0,20000,BR095/BR096,MXP/MXP,截止可報名,早鳥優惠 60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
西歐,2024/03/18,MUC10BRG240318A,搶GO徳瑞精選雙跑雙B.絕美雙湖區.阿爾卑斯雙峰10天,搶GO徳國.瑞士.精選雙跑雙B. 絕美雙湖區.阿爾卑斯雙峰10天,87900,95900,20,20,0,0,0,,BR071/BR072,MUC/MUC,截止可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/18,MUC10BRD240318A,徳國.南德的回憶.兩大古堡.三大遊船.四大美饌.尊爵賓士遊,德國.南德的回憶.最美兩大古堡.三大遊船.四大美饌.尊爵賓士遊10天,84900,92900,20,0,0,20,0,20000,BR071/BR072,MUC/MUC,截止可報名,"【每團早鳥限前15名】60天前報名付訂，享早鳥優惠每人$5,000元40天前報名付訂，享早鳥優惠每人$3,000元</p>"
西歐,2024/03/19,AMS10CIN240319S,Bonjour荷比法10天,Bonjour荷比法10天,0,0,48,0,48,0,49,20000,/,,可報名,
西歐,2024/03/19,MIL10BRS240319B,好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),好「士」成雙. 瑞士.眺望三大名峰美景10天(BR),98800,107800,26,1,10,15,6,20000,BR095/BR096,MXP/MXP,可報名,早鳥優惠 60天前報名付訂優惠扣團費5000/人 40天前報名付訂優惠扣團費3000/人 ~每團早鳥限15名-欲購從速~
