永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社,永信旅行社
<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>,<< 團體銷售動態表 >>
"團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,","團體狀態：開團, 出發日期：2023/12/20至2026/12/20,",日期：2023/12/20,日期：2023/12/20
線別,出發日,團體代碼,團名,產品名稱,同業價,直客價,總機位,保留,報名,可售,收訂,訂金,班機,進出點,狀態,員工備註
東北亞,2024/01/20,ICN05KEE240120A,安妞韓國趣~ 雪嶽山國立公園、景福宮、北村韓屋村5天(KE),安妞韓國趣~ 雪嶽山國立公園、景福宮、北村韓屋村5天(KE),31900,33900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,截止可報名,
東北亞,2024/01/20,ICN05KEH240120A,安妞韓國趣~南怡島 普羅旺斯村 小牛牧場 樂高樂園5天-KE,安妞韓國趣~ 南怡島 南山公園 普羅旺斯村 小牛牧場 樂高樂園 兩晚五星飯店 5天(KE),32500,34500,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,截止可報名,
東北亞,2024/01/20,ICN05KED240120A,安妞韓國趣~雪嶽山、ARTE MUSEUM、韓文印章5天,安妞韓國趣~雪嶽山國立公園、江陵船橋莊、ARTE MUSEUM、個人韓文印章DIY、昌德宮 5天,31500,33500,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,截止可報名,
東北亞,2024/01/20,ICN05KEF240120A,安妞韓國趣~滑雪 採果 印章 好客空間 南山5天(KE),安妞韓國趣~歡樂滑雪體驗、採果樂、個人韓文印章DIY、好客空間、南山公園+八角亭+愛情鎖牆 5天(KE),30900,32900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,截止可報名,
東北亞,2024/01/20,NRT05CX240120A,東京椿山莊 伊豆溫泉 絕景冬富士 溫泉5日,東京椿山莊 伊豆溫泉 絕景冬富士 溫泉5日,46000,48800,26,1,0,25,0,10000,CX450/CX450,TYO/TYO,可報名,
東北亞,2024/01/20,SDJ05JX1231120P,聯營PAK-日紳,東北藏王樹冰+會津鐵道三晚溫泉5日JX1231(聯營團體),46900,51900,26,26,0,0,0,10000,JX862/JX863,SDJ/SDJ,可報名,
東北亞,2024/01/20,NRT06CX6061120P,聯營PAK-日紳,東北藏王樹冰+溫泉美食六日CX6061(聯營團體),39900,43900,34,34,0,0,0,20000,CX450/CX451,NRT/NRT,可報名,
東北亞,2024/01/20,NRT05BR1965120P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+大谷資料館賞梅五日BR-1965(聯營團體),32900,35900,38,1,0,37,0,10000,BR196/BR195,NRT/NRT,可報名,
東北亞,2024/01/21,NRT07CX240121A,日本~東北~冬の章,東北~冬の章藏王樹冰纜車~至極絕景~溫泉百選7日,65800,69800,27,1,0,26,0,15000,CX450/CX451,NRT/NRT,可報名,
東北亞,2024/01/21,FUK05JX5990121P,聯營PAK-日紳,(龍年吉祥)九州豪斯登堡玩雪+三大蟹吃到飽溫泉五日-JX599,34900,37900,21,16,0,5,0,10000,JX840/JX841,FUK/FUK,可報名,
東北亞,2024/01/21,SDJ05JX1231121P,聯營PAK-日紳,東北藏王樹冰+會津鐵道三晚溫泉5日JX1231(聯營團體),46900,50900,28,24,0,4,0,10000,BR118/BR117,SDJ/SDJ,可報名,
東北亞,2024/01/21,NRT06CX6061121P,聯營PAK-日紳,東北藏王樹冰+溫泉美食六日CX6061(聯營團體),34900,37900,35,35,0,0,0,20000,CX450/CX451,NRT/NRT,可報名,
東北亞,2024/01/21,NRT06JX8500121P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/01/22,KMJ05JX6880122P,聯營PAK-日紳,(龍年吉祥)九州豪斯登堡玩雪+三大蟹吃到飽溫泉五日-JX688(熊熊),33900,36900,28,1,0,27,0,10000,JX846/JX847,KMJ/KMJ,可報名,
東北亞,2024/01/22,FUK05JX6880122P,聯營PAK-日紳,(龍年吉祥)九州豪斯登堡玩雪+三大蟹吃到飽溫泉五日-JX688(熊熊)(聯營團體),35900,38900,28,1,0,27,0,10000,JX846/JX847,KMJ/KMJ,可報名,
東北亞,2024/01/22,NGO05BR6650122P,聯營PAK-日紳,小松進出-名古屋冰之溪谷名花點燈+新穗高纜車樹冰合掌村溫泉五日-BR665(聯營團體),33900,36900,32,32,0,0,0,10000,BR158/BR157,NGO/NGO,可報名,
東北亞,2024/01/22,SDJ05JX1231122P,聯營PAK-日紳,東北藏王樹冰+會津鐵道三晚溫泉5日JX1231(聯營團體),44900,48900,25,24,0,1,0,10000,JX862/JX863,SDJ/SDJ,可報名,
東北亞,2024/01/22,NRT05CX5051122P,聯營PAK-日紳,東北藏王樹冰+溫泉美食五日CX5051(聯營團體),34900,37900,35,34,0,1,0,20000,CX450/CX451,NRT/NRT,可報名,
東北亞,2024/01/22,NRT06JX8500122P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/01/23,PUS05KEA240123A,安妞釜山～冬季滑雪、遊船、濱海列車、汗蒸幕、鋼鐵步道5日KE,安妞釜山～冬季滑雪、遊船、濱海列車、汗蒸幕、鋼鐵步道 5日(KE),23900,25900,20,1,0,19,0,10000,KE2250/KE2250,PUS/PUS,可報名,
東北亞,2024/01/23,PUS05KEB240123A,安妞釜山～樂天世界、遊船、濱海列車、汗蒸幕、鋼鐵步道5日KE,安妞釜山～樂天世界、遊船、濱海列車、汗蒸幕、鋼鐵步道 5日(KE),23900,25900,20,1,0,19,0,10000,KE2250/KE2250,PUS/PUS,可報名,
東北亞,2024/01/23,KIX05CX240123A,雪妝京都 世界文化遺產巡遊－美山茅葺之里5日,雪妝京都 世界文化遺產巡遊－美山茅葺之里5日,36000,38800,25,1,0,24,0,15000,CX564/CX565,OSA/OSA,可報名,
東北亞,2024/01/23,FUK05JX5990123P,聯營PAK-日紳,(龍年吉祥)九州豪斯登堡玩雪+三大蟹吃到飽溫泉五日-JX599,35900,38900,26,26,0,0,0,10000,JX840/JX841,FUK/FUK,可報名,
東北亞,2024/01/23,SDJ05JX1231123P,聯營PAK-日紳,東北藏王樹冰+會津鐵道三晚溫泉5日JX1231(聯營團體),44900,48900,35,35,0,0,0,10000,JX862/JX863,SDJ/SDJ,可報名,
東北亞,2024/01/23,NRT05BR9897123P,聯營PAK-日紳,東北藏王樹冰+溫泉美食五日BR9897(聯營團體),36900,39900,32,32,0,0,0,10000,BR198/BR197,NRT/NRT,可報名,
東北亞,2024/01/23,NRT05CX5051123P,聯營PAK-日紳,東北藏王樹冰+溫泉美食五日CX5051(聯營團體),35900,38900,32,31,0,1,0,20000,CX450/CX451,NRT/NRT,可報名,
東北亞,2024/01/23,NRT06CX6061123P,聯營PAK-日紳,東北藏王樹冰+溫泉美食六日CX6061(聯營團體),39900,43900,36,36,0,0,0,20000,CX450/CX451,NRT/NRT,可報名,
東北亞,2024/01/23,NRT06JX8500123P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/01/24,ICN05KEB240124A,安妞首爾~臨津閣 葡萄酒莊 普羅旺斯村 樂天世界 5天-KE,安妞首爾~臨津閣、山葡萄酒莊DIY、普羅旺斯村、樂天世界+樂天塔、景福宮韓服體驗5天(KE),25900,27900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/24,ICN05KEE240124A,安妞韓國趣~ 雪嶽山國立公園、景福宮、北村韓屋村5天(KE),安妞韓國趣~ 雪嶽山國立公園、景福宮、北村韓屋村5天(KE),31900,33900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/24,ICN05KEH240124A,安妞韓國趣~南怡島 普羅旺斯村 小牛牧場 樂高樂園5天-KE,安妞韓國趣~ 南怡島 南山公園 普羅旺斯村 小牛牧場 樂高樂園 兩晚五星飯店 5天(KE),32500,34500,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/24,ICN05KED240124A,安妞韓國趣~雪嶽山、ARTE MUSEUM、韓文印章5天,安妞韓國趣~雪嶽山國立公園、江陵船橋莊、ARTE MUSEUM、個人韓文印章DIY、昌德宮 5天,31500,33500,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/24,ICN05KEF240124A,安妞韓國趣~滑雪 採果 印章 好客空間 南山5天(KE),安妞韓國趣~歡樂滑雪體驗、採果樂、個人韓文印章DIY、好客空間、南山公園+八角亭+愛情鎖牆 5天(KE),30900,32900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/24,KIX05CX240124A,雪妝京都 世界文化遺產巡遊－美山茅葺之里5日,雪妝京都 世界文化遺產巡遊－美山茅葺之里5日,36000,38800,25,1,0,24,0,15000,CX564/CX565,OSA/OSA,可報名,
東北亞,2024/01/24,CTS05JX2310124P,聯營PAK-日紳,北海道破冰船+三大蟹吃到飽美食溫泉五日-JX231,53900,57900,25,25,0,0,0,10000,JX850/JX851,CTS/CTS,可報名,
東北亞,2024/01/24,SDJ05JX1231124P,聯營PAK-日紳,東北藏王樹冰+會津鐵道三晚溫泉5日JX1231(聯營團體),46900,51900,25,24,0,1,0,10000,JX862/JX863,SDJ/SDJ,可報名,
東北亞,2024/01/24,NRT06JX8500124P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/01/25,TYO05CIS240125A,日本雪團,日本雪團,0,0,20,0,13,7,3,,/,TYO/TYO,可報名,
東北亞,2024/01/25,ICN05KEB240125A,安妞首爾~臨津閣 葡萄酒莊 普羅旺斯村 樂天世界 5天-KE,安妞首爾~臨津閣、山葡萄酒莊DIY、普羅旺斯村、樂天世界+樂天塔、景福宮韓服體驗5天(KE),25900,27900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/25,ICN05KEE240125A,安妞韓國趣~ 雪嶽山國立公園、景福宮、北村韓屋村5天(KE),安妞韓國趣~ 雪嶽山國立公園、景福宮、北村韓屋村5天(KE),31900,33900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/25,ICN05KEH240125A,安妞韓國趣~南怡島 普羅旺斯村 小牛牧場 樂高樂園5天-KE,安妞韓國趣~ 南怡島 南山公園 普羅旺斯村 小牛牧場 樂高樂園 兩晚五星飯店 5天(KE),32500,34500,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/25,ICN05KED240125A,安妞韓國趣~雪嶽山、ARTE MUSEUM、韓文印章5天,安妞韓國趣~雪嶽山國立公園、江陵船橋莊、ARTE MUSEUM、個人韓文印章DIY、昌德宮 5天,31500,33500,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/25,ICN05KEF240125A,安妞韓國趣~滑雪 採果 印章 好客空間 南山5天(KE),安妞韓國趣~歡樂滑雪體驗、採果樂、個人韓文印章DIY、好客空間、南山公園+八角亭+愛情鎖牆 5天(KE),30900,32900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/25,NRT05CX240125A,東京椿山莊 伊豆溫泉 絕景冬富士 溫泉5日,東京椿山莊 伊豆溫泉 絕景冬富士 溫泉5日,46000,48800,26,1,0,25,0,10000,CX450/CX450,TYO/TYO,可報名,
東北亞,2024/01/25,NGO03ODT240125T,昱帆TKT,昱帆TKT,0,0,35,0,35,0,0,,/,,可報名,
東北亞,2024/01/25,NRT06CX6061125P,聯營PAK-日紳,東北藏王樹冰+溫泉美食六日CX6061(聯營團體),39900,43900,32,32,0,0,0,20000,CX450/CX451,NRT/NRT,可報名,
東北亞,2024/01/25,NRT06JX8500125P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/01/26,ICN05KEB240126A,安妞首爾~臨津閣 葡萄酒莊 普羅旺斯村 樂天世界 5天-KE,安妞首爾~臨津閣、山葡萄酒莊DIY、普羅旺斯村、樂天世界+樂天塔、景福宮韓服體驗5天(KE),28900,30900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/26,ICN05KEE240126A,安妞韓國趣~ 雪嶽山國立公園、景福宮、北村韓屋村5天(KE),安妞韓國趣~ 雪嶽山國立公園、景福宮、北村韓屋村5天(KE),34900,36900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/26,ICN05KEH240126A,安妞韓國趣~南怡島 普羅旺斯村 小牛牧場 樂高樂園5天-KE,安妞韓國趣~ 南怡島 南山公園 普羅旺斯村 小牛牧場 樂高樂園 兩晚五星飯店 5天(KE),35500,37500,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/26,ICN05KED240126A,安妞韓國趣~雪嶽山、ARTE MUSEUM、韓文印章5天,安妞韓國趣~雪嶽山國立公園、江陵船橋莊、ARTE MUSEUM、個人韓文印章DIY、昌德宮 5天,34500,36500,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/26,ICN05KEF240126A,安妞韓國趣~滑雪 採果 印章 好客空間 南山5天(KE),安妞韓國趣~歡樂滑雪體驗、採果樂、個人韓文印章DIY、好客空間、南山公園+八角亭+愛情鎖牆 5天(KE),33900,35900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/26,FUK05JX5990126P,聯營PAK-日紳,(龍年吉祥)九州豪斯登堡玩雪+三大蟹吃到飽溫泉五日-JX599,34900,37900,26,7,0,19,0,10000,JX840/JX841,FUK/FUK,可報名,
東北亞,2024/01/26,FUK05JX6880126P,聯營PAK-日紳,(龍年吉祥)九州豪斯登堡玩雪+三大蟹吃到飽溫泉五日-JX688(熊熊)(聯營團體),36900,39900,28,1,0,27,0,10000,JX846/JX847,KMJ/KMJ,可報名,
東北亞,2024/01/26,NRT06CX6061126P,聯營PAK-日紳,東北藏王樹冰+溫泉美食六日CX6061(聯營團體),39900,43900,35,35,0,0,0,20000,CX450/CX451,NRT/NRT,可報名,
東北亞,2024/01/26,NRT06JX8500126P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/01/27,ICN05KEB240127A,安妞首爾~臨津閣 葡萄酒莊 普羅旺斯村 樂天世界 5天-KE,安妞首爾~臨津閣、山葡萄酒莊DIY、普羅旺斯村、樂天世界+樂天塔、景福宮韓服體驗5天(KE),27900,29900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/27,PUS05KEA240127A,安妞釜山～冬季滑雪、遊船、濱海列車、汗蒸幕、鋼鐵步道5日KE,安妞釜山～冬季滑雪、遊船、濱海列車、汗蒸幕、鋼鐵步道 5日(KE),25400,27400,20,1,0,19,0,10000,KE2250/KE2250,PUS/PUS,可報名,
東北亞,2024/01/27,PUS05KEB240127A,安妞釜山～樂天世界、遊船、濱海列車、汗蒸幕、鋼鐵步道5日KE,安妞釜山～樂天世界、遊船、濱海列車、汗蒸幕、鋼鐵步道 5日(KE),25400,27400,20,1,0,19,0,10000,KE2250/KE2250,PUS/PUS,可報名,
東北亞,2024/01/27,ICN05KEE240127A,安妞韓國趣~ 雪嶽山國立公園、景福宮、北村韓屋村5天(KE),安妞韓國趣~ 雪嶽山國立公園、景福宮、北村韓屋村5天(KE),33900,35900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/27,ICN05KEH240127A,安妞韓國趣~南怡島 普羅旺斯村 小牛牧場 樂高樂園5天-KE,安妞韓國趣~ 南怡島 南山公園 普羅旺斯村 小牛牧場 樂高樂園 兩晚五星飯店 5天(KE),34500,36500,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/27,ICN05KED240127A,安妞韓國趣~雪嶽山、ARTE MUSEUM、韓文印章5天,安妞韓國趣~雪嶽山國立公園、江陵船橋莊、ARTE MUSEUM、個人韓文印章DIY、昌德宮 5天,33500,35500,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/27,ICN05KEF240127A,安妞韓國趣~滑雪 採果 印章 好客空間 南山5天(KE),安妞韓國趣~歡樂滑雪體驗、採果樂、個人韓文印章DIY、好客空間、南山公園+八角亭+愛情鎖牆 5天(KE),32900,34900,20,1,0,19,0,10000,KE186/KE187,SEL/SEL,可報名,
東北亞,2024/01/27,NRT05CX240127A,東京椿山莊 伊豆溫泉 絕景冬富士 溫泉5日,東京椿山莊 伊豆溫泉 絕景冬富士 溫泉5日,46000,48800,26,1,0,25,0,10000,CX450/CX450,TYO/TYO,可報名,
東北亞,2024/01/27,SDJ05JX1231127P,聯營PAK-日紳,東北藏王樹冰+會津鐵道三晚溫泉5日JX1231(聯營團體),48900,53900,25,24,0,1,0,10000,JX862/JX863,SDJ/SDJ,可報名,
東北亞,2024/01/27,NRT05BR1965127P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+大谷資料館賞梅五日BR-1965(聯營團體),32900,35900,38,1,0,37,0,10000,BR196/BR195,NRT/NRT,可報名,
東北亞,2024/01/27,NRT06JX8500127P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/01/28,CTS05JX2310128P,聯營PAK-日紳,北海道破冰船+三大蟹吃到飽美食溫泉五日-JX231,52900,56900,25,25,0,0,0,10000,JX850/JX851,CTS/CTS,可報名,
東北亞,2024/01/28,NRT06CX6061128P,聯營PAK-日紳,東北藏王樹冰+溫泉美食六日CX6061(聯營團體),38900,42900,35,35,0,0,0,20000,CX450/CX451,NRT/NRT,可報名,
東北亞,2024/01/28,NRT06JX8500128P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/01/29,FUK05JX6880129P,聯營PAK-日紳,(龍年吉祥)九州豪斯登堡玩雪+三大蟹吃到飽溫泉五日-JX688(熊熊)(聯營團體),35900,38900,28,1,0,27,0,10000,JX846/JX847,KMJ/KMJ,可報名,
東北亞,2024/01/29,SDJ05JX1231129P,聯營PAK-日紳,東北藏王樹冰+會津鐵道三晚溫泉5日JX1231(聯營團體),46900,50900,25,25,0,0,0,10000,JX862/JX863,SDJ/SDJ,可報名,
東北亞,2024/01/29,NRT05CX5051129P,聯營PAK-日紳,東北藏王樹冰+溫泉美食五日CX5051(聯營團體),34900,37900,25,23,0,2,0,20000,CX450/CX451,NRT/NRT,可報名,
東北亞,2024/01/29,NRT06JX8500129P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/01/30,KIX05CX240130A,雪妝京都 世界文化遺產巡遊－美山茅葺之里5日,雪妝京都 世界文化遺產巡遊－美山茅葺之里5日,36000,38800,25,1,0,24,0,15000,CX564/CX565,OSA/OSA,可報名,
東北亞,2024/01/30,FUK05JX5990130P,聯營PAK-日紳,(龍年吉祥)九州豪斯登堡玩雪+三大蟹吃到飽溫泉五日-JX599,35900,38900,26,26,0,0,0,10000,JX840/JX841,FUK/FUK,可報名,
東北亞,2024/01/30,SDJ05JX1231130P,聯營PAK-日紳,東北藏王樹冰+會津鐵道三晚溫泉5日JX1231(聯營團體),46900,50900,25,24,0,1,0,10000,JX862/JX863,SDJ/SDJ,可報名,
東北亞,2024/01/30,NRT06JX8500130P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/01/31,KIX05CX240131A,雪妝京都 世界文化遺產巡遊－美山茅葺之里5日,雪妝京都 世界文化遺產巡遊－美山茅葺之里5日,36000,38800,25,1,0,24,0,15000,CX564/CX565,OSA/OSA,可報名,
東北亞,2024/01/31,CTS05JX2310131P,聯營PAK-日紳,北海道破冰船+三大蟹吃到飽美食溫泉五日-JX231,53900,57900,27,27,0,0,0,10000,JX850/JX851,CTS/CTS,可報名,
東北亞,2024/01/31,NRT06JX8500131P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/01/31,NGO05JX9490131P,聯營PAK-日紳,星宇名古屋冰之溪谷名花點燈+新穗高纜車樹冰合掌村溫泉五日-JX949(聯營團體),34900,37900,26,26,0,0,0,10000,JX838/JX839,NGO/NGO,可報名,
東北亞,2024/02/01,NRT05CX240201A,東京椿山莊 伊豆溫泉 絕景冬富士 溫泉5日,東京椿山莊 伊豆溫泉 絕景冬富士 溫泉5日,46000,48800,26,1,0,25,0,10000,CX450/CX450,TYO/TYO,可報名,
東北亞,2024/02/01,NRT05CIF240201S,東京機+酒,東京機+酒,0,0,5,0,0,5,0,10000,/,TYO/TYO,可報名,
東北亞,2024/02/01,NRT06JX8500201P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/02/02,PUS05KEA240202A,安妞釜山～冬季滑雪、遊船、濱海列車、汗蒸幕、鋼鐵步道5日KE,安妞釜山～冬季滑雪、遊船、濱海列車、汗蒸幕、鋼鐵步道 5日(KE),25400,27400,20,1,0,19,0,10000,KE2250/KE2250,PUS/PUS,可報名,
東北亞,2024/02/02,PUS05KEB240202A,安妞釜山～樂天世界、遊船、濱海列車、汗蒸幕、鋼鐵步道5日KE,安妞釜山～樂天世界、遊船、濱海列車、汗蒸幕、鋼鐵步道 5日(KE),25400,27400,20,1,0,19,0,10000,KE2250/KE2250,PUS/PUS,可報名,
東北亞,2024/02/02,FUK05JX6880202P,聯營PAK-日紳,(龍年吉祥)九州豪斯登堡玩雪+三大蟹吃到飽溫泉五日-JX688(熊熊)(聯營團體),36900,39900,28,1,0,27,0,10000,JX846/JX847,KMJ/KMJ,可報名,
東北亞,2024/02/02,HKD05JX3987202P,聯營PAK-日紳,北海道星光百萬夜景北斗星號玩雪+三大蟹吃到飽五日-JX3987(聯營團體),47900,52900,32,32,0,0,0,10000,/,HKD/HKD,可報名,
東北亞,2024/02/02,NRT06JX8500202P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/02/03,PUS05KEA240203A,安妞釜山～冬季滑雪、遊船、濱海列車、汗蒸幕、鋼鐵步道5日KE,安妞釜山～冬季滑雪、遊船、濱海列車、汗蒸幕、鋼鐵步道 5日(KE),25400,27400,20,1,0,19,0,10000,KE2250/KE2250,PUS/PUS,可報名,
東北亞,2024/02/03,PUS05KEB240203A,安妞釜山～樂天世界、遊船、濱海列車、汗蒸幕、鋼鐵步道5日KE,安妞釜山～樂天世界、遊船、濱海列車、汗蒸幕、鋼鐵步道 5日(KE),25400,27400,20,1,0,19,0,10000,KE2250/KE2250,PUS/PUS,可報名,
東北亞,2024/02/03,NRT05CX240203A,東京椿山莊 伊豆溫泉 絕景冬富士 溫泉5日,東京椿山莊 伊豆溫泉 絕景冬富士 溫泉5日,46000,48800,26,1,0,25,0,10000,CX450/CX450,TYO/TYO,可報名,
東北亞,2024/02/03,NGO05CX5300203P,聯營PAK-日紳,名古屋冰之溪谷名花點燈+新穗高纜車樹冰合掌村溫泉五日-CX530(聯營團體),32900,35900,36,35,0,1,0,10000,CX530/CX531,NGO/NGO,可報名,
東北亞,2024/02/03,SDJ05JX1231203P,聯營PAK-日紳,東北藏王樹冰+會津鐵道三晚溫泉5日JX1231(聯營團體),48900,53900,24,9,0,15,0,10000,JX862/JX863,SDJ/SDJ,可報名,
東北亞,2024/02/03,NRT06JX8500203P,聯營PAK-日紳,東北藏王樹冰+銀山溫泉+飯豐戲雪樂園+賞梅六日JX8500(聯營團體),40900,44900,40,1,0,39,0,10000,JX804/JX805,NRT/NRT,可報名,
東北亞,2024/02/04,NGO6JX02040204P,名古屋冰之溪谷名花點燈+新穗高纜車樹冰溫泉六日-JX0204,名古屋冰之溪谷名花點燈+新穗高纜車樹冰溫泉六日-JX0204,36900,39900,25,1,0,24,0,10000,JX1838/JX1839,NGO/NGO,可報名,
東北亞,2024/02/04,CTS05JX2310204P,聯營PAK-日紳,北海道破冰船+三大蟹吃到飽美食溫泉五日-JX231,55900,59900,25,25,0,0,0,10000,JX850/JX851,CTS/CTS,可報名,
東北亞,2024/02/04,NGO05CX5300204P,聯營PAK-日紳,名古屋冰之溪谷名花點燈+新穗高纜車樹冰合掌村溫泉五日-CX530(聯營團體),31900,34900,34,33,0,1,0,10000,CX530/CX531,NGO/NGO,可報名,
東北亞,2024/02/04,NGO06JX2040204P,聯營PAK-日紳,名古屋冰之溪谷名花點燈+新穗高纜車樹冰合掌村溫泉六日-JX0204(聯營團體),36900,39900,25,25,0,0,0,10000,JX1838/JX1839,NGO/NGO,可報名,
東北亞,2024/02/04,SDJ05JX1231204P,聯營PAK-日紳,東北藏王樹冰+會津鐵道三晚溫泉5日JX1231(聯營團體),46900,50900,31,1,0,30,0,10000,BR118/BR117,SDJ/SDJ,可報名,
